player_id,player_name,position,season,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,fantasy_points,fantasy_points_ppr,tgt_sh,ay_sh,wopr_y,dom
00-0019596,Tom Brady,QB,2022,490,733,4694.0,25,9.0,29,-1.0,1,0,1,0.0,0,271.65999999999997,271.65999999999997,0.0013315579227696406,0.0030995738086013174,0.004476995931035515,0.0
00-0022824,Andy Lee,P,2022,1,1,4.0,0,0.0,0,0.0,0,0,0,0.0,0,0.16,0.16,0.0,0.0,0.0,
00-0023459,Aaron Rodgers,QB,2022,350,542,3695.0,26,12.0,34,94.0,1,0,0,0.0,0,239.2,239.2,0.0,0.0,0.0,0.0
00-0023459,Aaron Rodgers,QB,2023,0,1,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
00-0023459,Aaron Rodgers,QB,2024,368,584,3897.0,28,11.0,22,107.0,0,0,0,0.0,0,256.58,256.58,0.0,0.0,0.0,0.0
00-0024243,Marcedes Lewis,TE,2022,0,0,0.0,0,0.0,0,0.0,0,6,7,66.0,2,20.6,26.6,0.03482587064676617,0.03327596098680436,0.07885957475959274,0.1349206349206349
00-0024243,Marcedes Lewis,TE,2023,0,0,0.0,0,0.0,0,0.0,0,4,5,29.0,1,8.9,12.899999999999999,0.034013605442176874,0.007901668129938543,0.057341742667216145,0.07619216241737488
00-0024243,Marcedes Lewis,TE,2024,0,0,0.0,0,0.0,0,0.0,0,1,1,2.0,0,0.2,1.2,0.034482758620689655,0.009433962264150943,0.059271307742355235,0.004424778761061947
00-0026143,Matt Ryan,QB,2022,309,461,3057.0,14,13.0,27,70.0,1,0,0,0.0,0,155.28,155.28,0.0,0.0,0.0,0.0
00-0026158,Joe Flacco,QB,2022,110,191,1051.0,5,3.0,3,6.0,0,0,0,0.0,0,48.64,48.64,0.0,0.0,0.0,0.0
00-0026158,Joe Flacco,QB,2023,123,204,1616.0,13,8.0,9,2.0,0,0,0,0.0,0,100.84,100.84,0.0,0.0,0.0,0.0
00-0026158,Joe Flacco,QB,2024,162,248,1761.0,12,7.0,9,26.0,0,0,0,0.0,0,99.04,99.04,0.0,0.0,0.0,0.0
00-0026189,DeSean Jackson,WR,2022,0,0,0.0,0,0.0,0,0.0,0,9,17,153.0,0,15.3,24.3,0.09659090909090909,0.1980327868852459,0.3033125931445604,0.07136194029850747
00-0026197,Chad Henne,QB,2022,0,2,0.0,0,0.0,5,-5.0,0,0,0,0.0,0,-0.5,-0.5,0.0,0.0,0.0,0.0
00-0026300,Josh Johnson,QB,2022,1,2,10.0,0,0.0,2,3.0,0,0,0,0.0,0,0.7000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0
00-0026300,Josh Johnson,QB,2024,2,3,17.0,0,0.0,4,1.0,0,0,0,0.0,0,0.78,0.78,0.0,0.0,0.0,0.0
00-0026498,Matthew Stafford,QB,2022,206,303,2087.0,10,8.0,13,9.0,1,0,0,0.0,0,108.38000000000001,108.38000000000001,0.0,0.0,0.0,0.0
00-0026498,Matthew Stafford,QB,2023,326,521,3965.0,24,11.0,21,65.0,0,0,0,0.0,0,243.1,243.1,0.0,0.0,0.0,0.0
00-0026498,Matthew Stafford,QB,2024,340,517,3762.0,20,8.0,30,41.0,0,0,0,0.0,0,214.58,214.58,0.0,0.0,0.0,0.0
00-0026544,Chase Daniel,QB,2022,8,12,52.0,1,0.0,1,4.0,0,0,0,0.0,0,8.48,8.48,0.0,0.0,0.0,0.0
00-0026625,Brian Hoyer,QB,2022,5,6,37.0,0,0.0,0,0.0,0,0,0,0.0,0,1.48,1.48,0.0,0.0,0.0,0.0
00-0026625,Brian Hoyer,QB,2023,23,42,231.0,0,2.0,3,-3.0,0,0,0,0.0,0,4.94,4.94,0.0,0.0,0.0,0.0
00-0027114,Thomas Morstead,P,2023,1,1,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0.72,0.72,0.0,0.0,0.0,0.0
00-0027688,Colt McCoy,QB,2022,90,132,780.0,1,3.0,14,36.0,0,0,0,0.0,0,32.8,32.8,0.0,0.0,0.0,0.0
00-0027696,Jimmy Graham,TE,2023,0,0,0.0,0,0.0,0,0.0,0,6,7,39.0,4,27.9,33.9,0.04861111111111111,0.0391425908667288,0.1042307393600497,0.24189931606682363
00-0027942,A.J. Green,WR,2022,0,0,0.0,0,0.0,0,0.0,0,24,47,236.0,2,37.6,61.6,0.09003831417624521,0.14136700521548173,0.24815107543675322,0.12068692624248178
00-0027944,Julio Jones,WR,2022,0,0,0.0,0,0.0,5,45.0,0,24,43,299.0,2,46.4,70.4,0.09429824561403509,0.19539857420609202,0.29776622778592626,0.10945001095595705
00-0027944,Julio Jones,WR,2023,0,0,0.0,0,0.0,0,0.0,0,11,19,74.0,3,25.4,36.4,0.07569721115537849,0.06359223300970873,0.16441960314083473,0.12794105837950695
00-0027948,Blaine Gabbert,QB,2022,6,8,29.0,1,0.0,0,0.0,0,0,0,0.0,0,5.16,5.16,0.0,0.0,0.0,0.0
00-0027948,Blaine Gabbert,QB,2023,18,35,185.0,0,3.0,7,45.0,0,0,0,0.0,0,5.900000000000002,5.900000000000002,0.0,0.0,0.0,0.0
00-0027966,Mark Ingram,RB,2022,0,0,0.0,0,0.0,62,233.0,1,16,18,68.0,0,34.1,50.1,0.052478134110787174,-0.005426109160548994,0.07437631383774157,0.01320388349514563
00-0027973,Andy Dalton,QB,2022,252,378,2871.0,18,9.0,30,54.0,0,0,0,0.0,0,174.24,174.24,0.0,0.0,0.0,0.0
00-0027973,Andy Dalton,QB,2023,34,58,361.0,2,0.0,3,12.0,0,0,0,0.0,0,23.64,23.64,0.0,0.0,0.0,0.0
00-0027973,Andy Dalton,QB,2024,106,160,989.0,7,6.0,11,34.0,0,0,0,0.0,0,58.96,58.96,0.0,0.0,0.0,0.0
00-0027981,Kyle Rudolph,TE,2022,0,0,0.0,0,0.0,0,0.0,0,3,5,28.0,1,8.8,11.8,0.02262443438914027,0.030683403068340307,0.05848337403838265,0.11019664967225055
00-0028002,Randall Cobb,WR,2022,0,0,0.0,0,0.0,0,0.0,0,34,50,417.0,1,47.7,81.7,0.11494252873563218,0.1397881106533255,0.2842442816261087,0.09632922130712948
00-0028002,Randall Cobb,WR,2023,0,0,0.0,0,0.0,0,0.0,0,5,17,39.0,1,11.9,16.9,0.06159420289855073,0.08164275111331024,0.1577055052384743,0.09549044056525352
00-0028118,Tyrod Taylor,QB,2022,6,8,58.0,1,1.0,5,70.0,0,0,0,0.0,0,11.319999999999999,11.319999999999999,0.0,0.0,0.0,0.0
00-0028118,Tyrod Taylor,QB,2023,116,180,1341.0,5,3.0,38,197.0,0,0,0,0.0,0,87.34,87.34,0.0,0.0,0.0,0.0
00-0028118,Tyrod Taylor,QB,2024,17,22,119.0,3,0.0,3,13.0,0,0,0,0.0,0,20.06,20.06,0.0,0.0,0.0,0.0
00-0028292,Nick Bellore,LB,2022,0,0,0.0,0,0.0,1,3.0,0,0,0,0.0,0,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0
00-0028872,Johnny Hekker,P,2023,1,1,7.0,0,0.0,1,-11.0,0,0,0,0.0,0,-2.8200000000000003,-2.8200000000000003,0.0,0.0,0.0,0.0
00-0028872,Johnny Hekker,P,2024,0,2,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
00-0028899,Rodney McLeod Jr.,DB,2024,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,6.0,6.0,0.0,0.0,0.0,
00-0028986,Case Keenum,QB,2022,2,7,8.0,0,0.0,5,0.0,0,0,0,0.0,0,0.32,0.32,0.0,0.0,0.0,0.0
00-0028986,Case Keenum,QB,2023,34,53,291.0,1,3.0,2,1.0,0,0,0,0.0,0,9.74,9.74,0.0,0.0,0.0,0.0
00-0029000,Cole Beasley,WR,2022,0,0,0.0,0,0.0,0,0.0,0,6,7,35.0,0,3.5,9.5,0.04375,0.02021772939346812,0.08179918351477448,0.015459363957597174
00-0029239,Brandon Bolden,RB,2022,0,0,0.0,0,0.0,17,66.0,0,9,9,57.0,1,18.3,27.3,0.03180212014134275,0.011282437006393382,0.05672912981712883,0.04905698234349919
00-0029239,Brandon Bolden,RB,2023,0,0,0.0,0,0.0,4,31.0,1,0,0,0.0,0,11.1,11.1,0.0,0.0,0.0,0.0
00-0029263,Russell Wilson,QB,2022,292,483,3524.0,16,11.0,55,277.0,3,1,1,1.0,0,224.76000000000002,225.76000000000002,0.002004008016032064,-0.00022747952684258417,0.0028240284025740285,0.0001394700139470014
00-0029263,Russell Wilson,QB,2023,297,447,3070.0,26,8.0,80,341.0,3,0,0,0.0,0,256.90000000000003,256.90000000000003,0.0,0.0,0.0,0.0
00-0029263,Russell Wilson,QB,2024,214,336,2482.0,16,5.0,43,155.0,2,0,0,0.0,0,172.78,172.78,0.0,0.0,0.0,0.0
00-0029293,Marvin Jones,WR,2022,0,0,0.0,0,0.0,0,0.0,0,46,81,529.0,3,70.9,116.9,0.14111498257839722,0.2511137162954279,0.41256344690393815,0.12890723073060506
00-0029293,Marvin Jones,WR,2023,0,0,0.0,0,0.0,0,0.0,0,5,10,35.0,0,1.5000000000000002,6.5,0.07407407407407407,0.09445100354191263,0.18667191394464122,0.016634980988593156
00-0029567,Nick Foles,QB,2022,25,42,225.0,0,4.0,2,8.0,0,0,0,0.0,0,1.7999999999999998,1.7999999999999998,0.0,0.0,0.0,0.0
00-0029604,Kirk Cousins,QB,2022,424,643,4547.0,29,14.0,31,97.0,2,0,0,0.0,0,291.58,291.58,0.0,0.0,0.0,0.0
00-0029604,Kirk Cousins,QB,2023,216,311,2331.0,18,5.0,14,25.0,0,0,0,0.0,0,149.74,149.74,0.0,0.0,0.0,0.0
00-0029604,Kirk Cousins,QB,2024,303,453,3508.0,18,16.0,23,0.0,0,0,0,0.0,0,176.32,176.32,0.0,0.0,0.0,0.0
00-0029608,T.Y. Hilton,WR,2022,0,0,0.0,0,0.0,0,0.0,0,7,10,121.0,0,12.1,19.1,0.08771929824561403,0.18210197710718,0.2772605290541651,0.07992073976221929
00-0029664,Josh Gordon,WR,2022,0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0,0.0,0.0,0.041666666666666664,0.059113300492610835,0.10979064039408867,
00-0029692,Bryan Anger,P,2022,0,0,0.0,0,0.0,1,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
00-0029692,Bryan Anger,P,2023,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,2.0,2.0,0.0,0.0,0.0,0.0
00-0029692,Bryan Anger,P,2024,1,2,4.0,0,0.0,0,0.0,0,0,0,0.0,0,0.16,0.16,0.0,0.0,0.0,0.0
00-0029701,Ryan Tannehill,QB,2022,212,325,2536.0,14,6.0,34,98.0,2,0,0,0.0,0,165.24,165.24,0.0,0.0,0.0,0.0
00-0029701,Ryan Tannehill,QB,2023,149,230,1616.0,4,7.0,17,74.0,1,0,1,0.0,0,80.03999999999999,80.03999999999999,0.004081632653061225,-0.0005032712632108706,0.005719831969023141,0.0
00-0029764,Cody Davis,DB,2023,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,6.0,6.0,0.0,0.0,0.0,0.0
00-0029892,Kyle Juszczyk,RB,2022,0,0,0.0,0,0.0,7,26.0,1,19,23,200.0,1,34.6,53.6,0.05609756097560976,0.022710886806056235,0.10231505090825962,0.05411206666009825
00-0029892,Kyle Juszczyk,RB,2023,0,0,0.0,0,0.0,5,6.0,0,14,17,119.0,2,24.5,38.5,0.056291390728476824,0.0303156146179402,0.10868957778706739,0.07224299065420561
00-0029892,Kyle Juszczyk,RB,2024,0,0,0.0,0,0.0,5,26.0,1,19,31,200.0,2,38.6,57.6,0.07192575406032482,0.05356647238412434,0.15074180899778672,0.0771370420624152
00-0030035,Adam Thielen,WR,2022,0,0,0.0,0,0.0,1,4.0,0,70,107,716.0,6,110.0,180.0,0.15922619047619047,0.206580259222333,0.4041034930921521,0.17430469074304691
00-0030035,Adam Thielen,WR,2023,0,0,0.0,0,0.0,1,6.0,0,103,137,1014.0,4,128.0,231.0,0.23378839590443687,0.23605533244087462,0.539526859809355,0.31008652364584566
00-0030035,Adam Thielen,WR,2024,0,0,0.0,0,0.0,0,0.0,0,48,62,615.0,5,91.5,139.5,0.1901840490797546,0.24255169996494919,0.4793174335915913,0.32053818757419866
00-0030061,Zach Ertz,TE,2022,0,0,0.0,0,0.0,0,0.0,0,47,69,406.0,4,68.6,115.60000000000001,0.17206982543640897,0.21101270696958027,0.42691490373027763,0.23779983457402815
00-0030061,Zach Ertz,TE,2023,0,0,0.0,0,0.0,0,0.0,0,27,43,187.0,1,24.700000000000003,51.7,0.18695652173913044,0.17122227952552863,0.4174126062291186,0.15183150183150185
00-0030061,Zach Ertz,TE,2024,0,0,0.0,0,0.0,0,0.0,0,66,91,654.0,7,111.4,177.4,0.17333333333333334,0.1718436873747495,0.3974749498997996,0.20385343950608623
00-0030068,Marquise Goodwin,WR,2022,0,0,0.0,0,0.0,2,5.0,0,27,42,387.0,4,63.2,90.2,0.09905660377358491,0.14472822527832352,0.26436748588303616,0.16400926232219648
00-0030068,Marquise Goodwin,WR,2023,0,0,0.0,0,0.0,4,33.0,0,4,13,67.0,0,10.0,14.0,0.03611111111111111,0.1225705329153605,0.15222309299895506,0.013940907199334166
00-0030074,David Bakhtiari,OL,2022,0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0,0.0,0.0,0.023255813953488372,0.002331002331002331,0.03674852279503442,0.0
00-0030108,Ryan Griffin,TE,2022,0,0,0.0,0,0.0,0,0.0,0,4,8,26.0,0,2.6,6.6,0.0547945205479452,0.03899926416482708,0.11339119215377946,0.013171225937183385
00-0030140,Tress Way,P,2023,0,0,0.0,0,0.0,1,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
00-0030279,Keenan Allen,WR,2022,0,0,0.0,0,0.0,1,8.0,0,66,89,752.0,4,98.0,164.0,0.2181372549019608,0.2891475779196395,0.5585239446886527,0.24672361220492317
00-0030279,Keenan Allen,WR,2023,1,2,49.0,1,0.0,2,6.0,0,108,150,1243.0,7,170.86,278.86,0.3112033195020747,0.3879241250333957,0.7771442792798287,0.35152686892722584
00-0030279,Keenan Allen,WR,2024,0,1,0.0,0,1.0,0,0.0,0,70,121,744.0,7,114.4,184.4,0.25366876310272535,0.3005390835579515,0.6209344115004493,0.31782752902155886
00-0030288,Rex Burkhead,RB,2022,0,1,0.0,0,0.0,26,80.0,0,37,51,204.0,1,34.4,71.4,0.10059171597633136,0.020053475935828877,0.16693035471316015,0.057489383605713554
00-0030431,Robert Woods,WR,2022,0,0,0.0,0,0.0,0,0.0,0,53,91,527.0,2,64.7,117.7,0.19956140350877194,0.20072890384076256,0.459925228335768,0.14047831714030515
00-0030431,Robert Woods,WR,2023,0,0,0.0,0,0.0,1,7.0,0,40,75,426.0,1,49.300000000000004,89.3,0.15889830508474576,0.18382722250125566,0.3854092356281231,0.08874251866477448
00-0030431,Robert Woods,WR,2024,0,0,0.0,0,0.0,0,0.0,0,20,30,203.0,0,18.3,38.3,0.072992700729927,0.08196248196248196,0.17505903666487607,0.03562653562653563
00-0030456,Giovani Bernard,RB,2022,0,0,0.0,0,0.0,8,28.0,0,2,2,-1.0,0,2.7,4.7,0.02564102564102564,-0.015904572564612324,0.025737880409848604,-0.0011160714285714285
00-0030506,Travis Kelce,TE,2022,0,0,0.0,0,0.0,2,5.0,0,110,152,1338.0,12,206.3,316.3,0.23348694316436253,0.22792869269949068,0.5325733689061364,0.27377003484320556
00-0030506,Travis Kelce,TE,2023,0,0,0.0,0,0.0,0,0.0,0,93,121,984.0,5,126.4,219.4,0.2137809187279152,0.22579742585338555,0.5013093187745812,0.21906166528949442
00-0030506,Travis Kelce,TE,2024,0,0,0.0,0,0.0,1,1.0,0,97,133,823.0,3,98.4,195.4,0.2281303602058319,0.23955507325013564,0.5338395989088565,0.16192229756059545
00-0030513,Latavius Murray,RB,2022,0,0,0.0,0,0.0,171,760.0,6,27,35,132.0,0,127.2,154.2,0.08158508158508158,-0.01631279129984464,0.10932738933774666,0.022080963532954166
00-0030513,Latavius Murray,RB,2023,0,0,0.0,0,0.0,79,300.0,4,17,22,119.0,0,65.9,82.9,0.04230769230769231,0.007767877541695225,0.06967584049489464,0.016037735849056604
00-0030533,Matt Barkley,QB,2023,0,0,0.0,0,0.0,3,-3.0,0,0,0,0.0,0,-0.30000000000000004,-0.30000000000000004,0.0,0.0,0.0,
00-0030564,DeAndre Hopkins,WR,2022,0,0,0.0,0,0.0,0,0.0,0,64,96,717.0,3,87.7,151.7,0.28152492668621704,0.4111204717775906,0.7511837674513981,0.34069579288025886
00-0030564,DeAndre Hopkins,WR,2023,0,1,0.0,0,0.0,2,9.0,0,75,137,1057.0,7,148.6,223.6,0.2773279352226721,0.42328737141606476,0.75462179996686,0.4004840546697039
00-0030564,DeAndre Hopkins,WR,2024,0,0,0.0,0,0.0,0,0.0,0,56,80,610.0,5,91.0,147.0,0.1384083044982699,0.2279318239633681,0.38995791591809936,0.18187616206165952
00-0030565,Geno Smith,QB,2022,399,572,4282.0,30,11.0,68,366.0,1,0,0,0.0,0,303.88,303.88,0.0,0.0,0.0,0.0
00-0030565,Geno Smith,QB,2023,323,499,3624.0,20,9.0,37,155.0,1,1,1,-2.0,0,226.26,227.26,0.0019569471624266144,-0.0021984061555372354,0.001176695819210133,-0.00027100271002710027
00-0030565,Geno Smith,QB,2024,407,578,4320.0,21,15.0,53,272.0,2,0,0,0.0,0,266.0,266.0,0.0,0.0,0.0,0.0
00-0030578,Cordarrelle Patterson,RB,2022,0,0,0.0,0,0.0,144,695.0,8,21,31,122.0,0,133.70000000000002,154.70000000000002,0.09253731343283582,0.02262443438914027,0.15690551766056593,0.026824978012313105
00-0030578,Cordarrelle Patterson,RB,2023,0,0,0.0,0,0.0,50,181.0,0,9,12,38.0,1,27.900000000000002,36.900000000000006,0.031746031746031744,0.0031746031746031746,0.05015873015873015,0.04512586676739606
00-0030578,Cordarrelle Patterson,RB,2024,0,0,0.0,0,0.0,32,135.0,0,12,14,80.0,1,25.500000000000004,37.5,0.035897435897435895,0.014428031604259704,0.06538857912956161,0.04569043321299639
00-0030663,Willie Snead,WR,2023,0,0,0.0,0,0.0,0,0.0,0,2,3,14.0,0,1.4,3.4,0.04477611940298507,0.03711340206185567,0.09685490075396215,0.011308562197092083
00-0030874,Damien Williams,RB,2022,0,0,0.0,0,0.0,2,2.0,0,0,0,0.0,0,0.2,0.2,0.0,0.0,0.0,
00-0030874,Damien Williams,RB,2023,0,0,0.0,0,0.0,11,43.0,0,2,2,12.0,0,5.5,7.5,0.017857142857142856,0.001081081081081081,0.027650579150579148,0.01011804384485666
00-0030968,Keith Smith,RB,2022,0,0,0.0,0,0.0,1,2.0,0,1,2,8.0,0,1.0,2.0,0.06060606060606061,0.006269592476489028,0.09592476489028214,0.014925373134328358
00-0030968,Keith Smith,RB,2023,0,0,0.0,0,0.0,0,0.0,0,3,3,33.0,0,3.3000000000000003,6.300000000000001,0.03571428571428571,0.02616279069767442,0.0745016611295681,0.021456436931079324
00-0031051,John Brown,WR,2022,0,0,0.0,0,0.0,0,0.0,0,1,2,42.0,1,10.2,11.2,0.034482758620689655,0.134375,0.1592241379310345,0.17736907730673318
00-0031235,Odell Beckham Jr.,WR,2023,0,0,0.0,0,0.0,0,0.0,0,35,64,565.0,3,72.5,107.50000000000001,0.15384615384615385,0.24666666666666667,0.42810256410256414,0.14690394383029579
00-0031235,Odell Beckham Jr.,WR,2024,0,0,0.0,0,0.0,0,0.0,0,9,19,55.0,0,5.5,14.5,0.0673758865248227,0.09167132476243711,0.17440088959718375,0.013132760267430755
00-0031236,Brandin Cooks,WR,2022,0,0,0.0,0,0.0,2,7.0,0,57,93,699.0,3,88.6,145.6,0.2012987012987013,0.29846788450206246,0.5407223595497019,0.22581857870482658
00-0031236,Brandin Cooks,WR,2023,0,0,0.0,0,0.0,5,35.0,0,54,81,657.0,8,119.2,173.2,0.140625,0.23098530682800344,0.3957257454624028,0.19222140615610603
00-0031236,Brandin Cooks,WR,2024,0,0,0.0,0,0.0,3,-3.0,0,26,54,259.0,3,43.6,69.6,0.15606936416184972,0.2378986866791745,0.4244229955861142,0.16215560140793786
00-0031237,Teddy Bridgewater,QB,2022,49,79,683.0,4,4.0,3,27.0,0,0,0,0.0,0,38.02,38.02,0.0,0.0,0.0,0.0
00-0031237,Teddy Bridgewater,QB,2023,0,0,0.0,0,0.0,2,-2.0,0,0,0,0.0,0,-0.2,-0.2,0.0,0.0,0.0,0.0
00-0031260,Logan Thomas,TE,2022,0,0,0.0,0,0.0,0,0.0,0,39,61,323.0,1,38.300000000000004,77.3,0.14186046511627906,0.11974380395433026,0.3085857408378828,0.08308204606419387
00-0031260,Logan Thomas,TE,2023,0,0,0.0,0,0.0,1,2.0,0,55,78,496.0,4,71.8,126.8,0.128500823723229,0.10324419114423498,0.27534658850023147,0.14527139527139526
00-0031273,Cameron Brate,TE,2022,0,0,0.0,0,0.0,0,0.0,0,20,38,174.0,0,17.4,37.4,0.10354223433242507,0.08941930887068045,0.22684879859518198,0.03670886075949367
00-0031280,Derek Carr,QB,2022,305,502,3522.0,24,14.0,24,102.0,0,0,0,0.0,0,219.08,219.08,0.0,0.0,0.0,0.0
00-0031280,Derek Carr,QB,2023,375,548,3878.0,25,8.0,32,40.0,0,0,0,0.0,0,241.12,241.12,0.0,0.0,0.0,0.0
00-0031280,Derek Carr,QB,2024,189,279,2145.0,15,5.0,17,71.0,1,0,0,0.0,0,150.9,150.9,0.0,0.0,0.0,0.0
00-0031288,AJ McCarron,QB,2023,4,5,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0.76,0.76,0.0,0.0,0.0,0.0
00-0031299,Jordan Matthews,TE,2024,0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0,0.0,0.0,0.03225806451612903,0.04177545691906005,0.08180746230944158,
00-0031325,Sammy Watkins,WR,2022,0,0,0.0,0,0.0,0,0.0,0,16,27,325.0,0,30.5,46.5,0.09246575342465753,0.15154109589041095,0.2599315068493151,0.07989183874139626
00-0031345,Jimmy Garoppolo,QB,2022,207,308,2437.0,16,4.0,23,33.0,2,0,0,0.0,0,164.78,164.78,0.0,0.0,0.0,0.0
00-0031345,Jimmy Garoppolo,QB,2023,110,169,1205.0,7,9.0,20,39.0,0,0,0,0.0,0,64.1,64.1,0.0,0.0,0.0,0.0
00-0031345,Jimmy Garoppolo,QB,2024,27,41,334.0,2,1.0,2,5.0,0,0,0,0.0,0,19.86,19.86,0.0,0.0,0.0,0.0
00-0031357,C.J. Goodwin,DB,2024,0,0,0.0,0,0.0,0,0.0,0,0,1,0.0,0,0.0,0.0,0.02,0.023255813953488372,0.048604651162790696,0.0
00-0031376,Jerick McKinnon,RB,2022,0,0,0.0,0,0.0,72,291.0,1,56,71,512.0,9,140.3,196.3,0.10906298003072197,0.010186757215619695,0.17174387581857872,0.15851800232288038
00-0031376,Jerick McKinnon,RB,2023,1,1,4.0,1,0.0,21,60.0,1,25,32,192.0,4,59.36,84.36,0.06896551724137931,0.00253324889170361,0.10547487497543186,0.1166778839682326
00-0031381,Davante Adams,WR,2022,0,0,0.0,0,0.0,3,-1.0,0,100,180,1516.0,14,235.5,335.5,0.30716723549488056,0.3972756111214779,0.7785713421395032,0.43125298900047826
00-0031381,Davante Adams,WR,2023,0,0,0.0,0,0.0,0,0.0,0,103,175,1144.0,8,162.4,265.40000000000003,0.3141831238779174,0.4428871758934828,0.8255844265316624,0.35602836879432626
00-0031381,Davante Adams,WR,2024,0,0,0.0,0,0.0,0,0.0,0,85,141,1063.0,8,156.3,241.29999999999998,0.28600405679513186,0.3600614439324117,0.7170552403386272,0.3153185271770894
00-0031382,Jarvis Landry,WR,2022,0,0,0.0,0,0.0,0,0.0,0,25,39,272.0,1,35.2,60.2,0.1407942238267148,0.13414634146341464,0.3185084089108039,0.09953024075161479
00-0031384,Richard Rodgers,TE,2022,0,0,0.0,0,0.0,0,0.0,0,1,4,4.0,0,0.4,1.4,0.03508771929824561,-0.00583941605839416,0.04796004610065309,0.002777777777777778
00-0031408,Mike Evans,WR,2022,0,0,0.0,0,0.0,0,0.0,0,77,127,1124.0,6,148.4,225.4,0.18814814814814815,0.3540215326155795,0.5654394483146858,0.2599577141597443
00-0031408,Mike Evans,WR,2023,0,0,0.0,0,0.0,0,0.0,0,79,136,1255.0,13,203.5,282.5,0.23943661971830985,0.3917780061664954,0.6725773345106612,0.387311007489049
00-0031408,Mike Evans,WR,2024,0,0,0.0,0,0.0,0,0.0,0,74,110,1004.0,11,166.4,240.4,0.2386117136659436,0.3852434230420321,0.6661123089325411,0.2872283715248214
00-0031428,Allen Robinson,WR,2022,0,0,0.0,0,0.0,0,0.0,0,33,52,339.0,3,51.900000000000006,84.9,0.14772727272727273,0.21253175275190517,0.39161631129243324,0.20782232101793652
00-0031428,Allen Robinson,WR,2023,0,0,0.0,0,0.0,0,0.0,0,34,49,280.0,0,28.0,62.0,0.10675381263616558,0.10586552217453506,0.24482313669387643,0.04634227077126779
00-0031428,Allen Robinson,WR,2024,0,0,0.0,0,0.0,0,0.0,0,3,7,30.0,0,3.0,6.0,0.03608247422680412,0.04235880398671096,0.08801075452957495,0.008246289169873557
00-0031484,Chris Manhertz,TE,2022,0,0,0.0,0,0.0,0,0.0,0,6,8,42.0,0,4.2,10.2,0.038461538461538464,0.013435700575815739,0.06844086815296029,0.015206372194062274
00-0031484,Chris Manhertz,TE,2023,0,0,0.0,0,0.0,0,0.0,0,2,4,16.0,0,1.6,3.6,0.03418803418803419,0.01485148514851485,0.06316323940086317,0.009791921664626682
00-0031484,Chris Manhertz,TE,2024,0,0,0.0,0,0.0,0,0.0,0,3,4,30.0,1,9.0,12.0,0.034482758620689655,0.01847290640394089,0.0665024630541872,0.0883777239709443
00-0031503,Jameis Winston,QB,2022,73,115,858.0,4,5.0,5,16.0,0,0,0,0.0,0,43.92,43.92,0.0,0.0,0.0,0.0
00-0031503,Jameis Winston,QB,2023,25,47,264.0,2,3.0,5,-6.0,0,0,0,0.0,0,11.959999999999999,11.959999999999999,0.0,0.0,0.0,0.0
00-0031503,Jameis Winston,QB,2024,181,296,2121.0,13,12.0,25,83.0,1,0,0,0.0,0,131.14,131.14,0.0,0.0,0.0,0.0
00-0031544,Amari Cooper,WR,2022,0,1,0.0,0,1.0,0,0.0,0,78,132,1160.0,9,168.0,246.0,0.24444444444444444,0.3687401751628116,0.6616588067969159,0.39317633706908783
00-0031544,Amari Cooper,WR,2023,0,0,0.0,0,0.0,0,0.0,0,72,128,1250.0,5,155.0,227.0,0.22495606326889278,0.37520458265139117,0.6375977610244521,0.3083323410335794
00-0031544,Amari Cooper,WR,2024,0,0,0.0,0,0.0,0,0.0,0,44,85,547.0,4,78.7,122.7,0.20286396181384247,0.34389810426540285,0.579414426133086,0.20283718572206472
00-0031545,Kevin White,WR,2022,0,0,0.0,0,0.0,0,0.0,0,2,5,74.0,0,7.4,9.4,0.03496503496503497,0.07838070628768304,0.11515211747769888,0.037601626016260166
00-0031547,DeVante Parker,WR,2022,0,0,0.0,0,0.0,0,0.0,0,31,47,539.0,3,71.9,102.9,0.11989795918367346,0.26607142857142857,0.392704081632653,0.20755287803851416
00-0031547,DeVante Parker,WR,2023,0,0,0.0,0,0.0,0,0.0,0,33,55,394.0,0,39.4,72.4,0.13613861386138615,0.21354688021354687,0.3750454249629167,0.08137133415943824
