,player_name,position,season,fantasy_points_ppr,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,tgt_sh,ay_sh,wopr_y,dom
402,JuJu Smith-Schuster,WR,2023,61.0,0.0,0,0.0,0.0,0,29,47,260.0,1,0.1256684491978609,0.1150834184542049,0.2805694085601554,0.1048967036621357
403,JuJu Smith-Schuster,WR,2024,53.1,0.0,0,0.0,0.0,0,18,26,231.0,2,0.0658227848101265,0.056078431372549,0.1435969223132291,0.1019688413280889
404,Jonnu Smith,TE,2022,52.0,0.0,0,0.0,5.0,0,27,38,245.0,0,0.0984455958549222,0.0395499488578247,0.1793083528686432,0.0460180315552216
405,Jonnu Smith,TE,2023,124.2,0.0,0,0.0,0.0,0,50,70,582.0,3,0.1425661914460285,0.1113271754982984,0.3029110275676815,0.1833333333333333
406,Jonnu Smith,TE,2024,222.3,0.0,0,0.0,-1.0,0,88,111,884.0,8,0.1878172588832487,0.1460522770142818,0.3985677099362986,0.2913325524822056
409,Mitchell Trubisky,QB,2022,73.88,1252.0,4,5.0,38.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
410,Mitchell Trubisky,QB,2023,48.68,632.0,4,5.0,54.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
411,Mitchell Trubisky,QB,2024,15.259999999999998,179.0,2,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
412,Corey Davis,WR,2022,97.6,0.0,0,0.0,0.0,0,32,64,536.0,2,0.1269841269841269,0.2192513368983957,0.365877259994907,0.1854319413452343
413,Patrick Mahomes,QB,2022,417.4,5250.0,41,12.0,358.0,4,1,1,6.0,0,0.0015360983102918,-0.0019100169779286,0.0007761338830948,0.0005714285714285
414,Patrick Mahomes,QB,2023,280.22,4183.0,27,14.0,389.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
415,Patrick Mahomes,QB,2024,283.02,3928.0,26,11.0,307.0,2,1,1,2.0,0,0.0017152658662092,-0.0002712967986977,0.0023558613603556,0.0002532928064842
416,O.J. Howard,TE,2022,36.5,0.0,0,0.0,0.0,0,10,23,145.0,2,0.0619946091644204,0.0938079347423062,0.1680382615404757,0.1319664902998236
417,Evan Engram,TE,2022,176.9,0.0,0,0.0,13.0,0,73,98,766.0,4,0.1644295302013423,0.1410845588235294,0.3595119423608369,0.1723336547733847
418,Evan Engram,TE,2023,230.3,0.0,0,0.0,0.0,0,114,143,963.0,4,0.2306451612903226,0.1437462356956434,0.4609647304919986,0.2009159449186865
419,Evan Engram,TE,2024,89.5,0.0,0,0.0,0.0,0,47,64,365.0,1,0.2424242424242424,0.1505646173149309,0.4840880574883084,0.1629402861860209
420,David Njoku,TE,2022,142.0,0.0,0,0.0,-8.0,0,58,80,628.0,4,0.1739130434782608,0.1418721824449748,0.3743673111733712,0.2192980785710205
421,David Njoku,TE,2023,201.2,0.0,0,0.0,0.0,0,81,123,882.0,6,0.205685618729097,0.1117031774225379,0.3978909700316759,0.2510580446861331
422,David Njoku,TE,2024,148.5,0.0,0,0.0,0.0,0,64,97,505.0,5,0.218961625282167,0.1385869565217391,0.4393120031406419,0.2567165953399904
423,Zay Jones,WR,2022,198.1,0.0,0,0.0,18.0,0,82,121,823.0,5,0.2111692844677138,0.2441832573758695,0.5121005326022663,0.2122437145795496
424,Zay Jones,WR,2023,78.1,0.0,0,0.0,0.0,0,34,64,321.0,2,0.1797752808988764,0.2826086956521739,0.4957498778700537,0.1351443316508818
425,Zay Jones,WR,2024,16.400000000000002,0.0,0,0.0,0.0,0,8,11,84.0,0,0.0511627906976744,0.0921052631578947,0.1504283965728274,0.0278884462151394
426,Dalvin Cook,RB,2022,237.8,0.0,0,0.0,1173.0,8,39,56,295.0,2,0.0833333333333333,-0.0067796610169491,0.1195762711864406,0.0639476961394769
427,Dalvin Cook,RB,2023,40.2,0.0,0,0.0,214.0,0,15,20,78.0,0,0.0410677618069815,-0.0064916737228337,0.0564083037322052,0.0138053097345132
428,Dalvin Cook,RB,2024,4.0,0.0,0,0.0,20.0,0,1,1,10.0,0,0.0113636363636363,0.0046296296296296,0.0207491582491582,0.010183299389002
429,Gerald Everett,TE,2022,139.5,0.0,0,0.0,0.0,0,58,87,555.0,4,0.1338461538461538,0.1215346534653465,0.297996953541508,0.1482304334268787
430,Gerald Everett,TE,2023,111.1,0.0,0,0.0,10.0,0,51,70,411.0,3,0.1258992805755395,0.0669356752907666,0.2423974610959227,0.1336889773715054
431,Gerald Everett,TE,2024,11.6,0.0,0,0.0,0.0,0,8,13,36.0,0,0.0420711974110032,0.0134511913912375,0.0738677492294948,0.0091649694501018
432,Joe Mixon,RB,2022,239.5,0.0,0,0.0,814.0,7,60,75,441.0,2,0.1383763837638376,-0.0040573437922639,0.2043187006119453,0.0868756306760847
433,Joe Mixon,RB,2023,267.0,0.0,0,0.0,1034.0,9,52,64,376.0,3,0.1040650406504065,-0.0293965961835997,0.1325802840287299,0.0997181113460183
434,Joe Mixon,RB,2024,240.5,0.0,0,0.0,1016.0,11,36,52,309.0,1,0.1160714285714285,-0.0070588235294117,0.1684600840336134,0.083287723139104
435,Alvin Kamara,RB,2022,211.7,0.0,0,0.0,897.0,2,57,77,490.0,2,0.1734234234234234,0.0197031039136302,0.2758976182660393,0.1155145969272363
436,Alvin Kamara,RB,2023,233.0,0.0,0,0.0,694.0,5,75,86,466.0,1,0.1814345991561181,0.00130005200208,0.2731919403358412,0.0951775214834916
437,Alvin Kamara,RB,2024,265.3,0.0,0,0.0,950.0,6,68,89,543.0,2,0.200902934537246,0.0225456621004566,0.3193909314862344,0.1396787094379102
438,Cooper Kupp,WR,2022,201.4,0.0,0,0.0,52.0,1,75,98,812.0,6,0.3024691358024691,0.342130518234165,0.7274081182910358,0.5222584147665581
439,Cooper Kupp,WR,2023,164.4,0.0,0,0.0,-3.0,0,59,95,737.0,5,0.2417302798982188,0.2636731937879811,0.5735339748777131,0.2457670138206589
440,Cooper Kupp,WR,2024,175.0,0.0,0,0.0,10.0,0,67,100,710.0,6,0.2531645569620253,0.2618307426597582,0.5892114295708446,0.2889539556780342
441,Chris Godwin,WR,2022,222.8,0.0,0,0.0,5.0,0,104,142,1023.0,3,0.2103703703703703,0.1777970511708586,0.4577931964922425,0.1818698949824971
442,Chris Godwin,WR,2023,209.2,0.0,0,0.0,38.0,1,83,130,1024.0,2,0.2288732394366197,0.2425488180883864,0.5373489136256387,0.1623216051999435
443,Chris Godwin,WR,2024,137.8,0.0,0,0.0,2.0,0,50,62,576.0,5,0.2649572649572649,0.2461964038727524,0.5943930205340995,0.2938108899647361
444,Kareem Hunt,RB,2022,126.8,0.0,0,0.0,468.0,3,35,44,210.0,1,0.0814814814814814,-0.0026948124859645,0.1200663722334506,0.054617676266137
445,Kareem Hunt,RB,2023,118.5,0.0,0,0.0,411.0,9,15,21,84.0,0,0.0378378378378378,-0.001311475409836,0.0557075764288879,0.0115958034235229
446,Kareem Hunt,RB,2024,155.4,0.0,0,0.0,728.0,7,23,32,176.0,0,0.065173116089613,-0.0180629087511678,0.0833093471334852,0.0267558528428093
447,D'Onta Foreman,RB,2022,131.0,0.0,0,0.0,914.0,5,5,9,26.0,0,0.0208333333333333,-0.0009481668773704,0.0304914664981036,0.0042262678803641
448,D'Onta Foreman,RB,2023,91.2,0.0,0,0.0,425.0,4,11,16,77.0,1,0.0559440559440559,0.0110876451953537,0.0927862000723669,0.0941961645687251
449,D'Onta Foreman,RB,2024,32.6,0.0,0,0.0,232.0,0,6,8,54.0,0,0.0220385674931129,0.0003938558487593,0.0333729359186769,0.0135814889336016
450,Kenny Golladay,WR,2022,20.1,0.0,0,0.0,0.0,0,6,17,81.0,1,0.0971428571428571,0.1346469622331691,0.253431855500821,0.1178896473265073
451,C.J. Beathard,QB,2022,-1.0000000000000002,35.0,0,1.0,-4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
452,C.J. Beathard,QB,2023,21.46,349.0,1,0.0,35.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
453,Josh Reynolds,WR,2022,103.9,0.0,0,0.0,0.0,0,38,59,479.0,3,0.135632183908046,0.2168155220203264,0.3769006934783301,0.1353697053055194
454,Josh Reynolds,WR,2023,128.8,0.0,0,0.0,0.0,0,40,64,608.0,5,0.1116928446771378,0.1691137912952281,0.3028303000518892,0.1558837244224553
455,Josh Reynolds,WR,2024,38.4,0.0,0,0.0,0.0,0,13,24,194.0,1,0.0851063829787234,0.1339950372208436,0.23485560424476,0.1308648459383753
456,Jamaal Williams,RB,2022,225.9,0.0,0,0.0,1066.0,17,12,16,73.0,0,0.0272108843537414,0.0070133010882708,0.0464269674012289,0.0082133213321332
457,Jamaal Williams,RB,2023,60.8,0.0,0,0.0,306.0,1,18,20,62.0,0,0.043859649122807,-0.0074033452152454,0.0598667975120141,0.0092786590841065
458,Jamaal Williams,RB,2024,37.1,0.0,0,0.0,164.0,1,9,11,57.0,0,0.0254041570438799,-0.0039840637450199,0.0349189845698039,0.0103485838779956
459,Joshua Dobbs,QB,2022,20.84,411.0,2,2.0,44.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
460,Joshua Dobbs,QB,2023,202.66,2464.0,13,10.0,421.0,6,0,0,0.0,0,0.0,0.0,0.0,0.0
461,Joshua Dobbs,QB,2024,30.84,361.0,2,2.0,24.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
462,Marlon Mack,RB,2022,38.3,0.0,0,0.0,84.0,1,8,10,99.0,1,0.0617283950617283,-0.0122137404580152,0.0828216002261803,0.1185714285714285
463,Jeremy McNichols,RB,2024,63.8,0.0,0,0.0,261.0,4,9,12,27.0,0,0.0272108843537414,0.0058190282222868,0.0454715491084417,0.0040625940415287
464,Nathan Peterman,QB,2022,8.26,139.0,1,1.0,7.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
465,Nathan Peterman,QB,2023,-0.4,0.0,0,0.0,-4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
466,Dan Arnold,TE,2022,22.5,0.0,0,0.0,0.0,0,9,13,135.0,0,0.0373563218390804,0.0338917023763147,0.0831478446596725,0.0280082987551867
467,River Cracraft,WR,2022,31.2,0.0,0,0.0,0.0,0,9,14,102.0,2,0.0476190476190476,0.0465648854961832,0.1086804798255179,0.0991549862517604
468,River Cracraft,WR,2023,27.1,0.0,0,0.0,0.0,0,9,12,121.0,1,0.0621761658031088,0.0531177829099307,0.1357584750326078,0.0696268417680973
469,River Cracraft,WR,2024,13.6,0.0,0,0.0,0.0,0,7,9,66.0,0,0.0638297872340425,0.0875462392108508,0.1657816722197445,0.0382387022016222
470,Ross Dwelley,TE,2022,19.5,0.0,0,0.0,0.0,0,3,5,105.0,1,0.0476190476190476,0.0947802197802197,0.1472527472527472,0.1613317757009346
471,Ross Dwelley,TE,2023,2.2,0.0,0,0.0,0.0,0,1,2,12.0,0,0.0350877192982456,0.0346938775510204,0.0803866809881847,0.0151133501259445
472,Ross Dwelley,TE,2024,1.5,0.0,0,0.0,0.0,0,1,1,5.0,0,0.032258064516129,0.0043290043290043,0.051850300237397,0.0
473,Cam Sims,WR,2022,16.900000000000002,0.0,0,0.0,0.0,0,8,18,89.0,0,0.0469973890339425,0.0766182298546895,0.1317906674346655,0.0163242846661775
474,Phillip Lindsay,RB,2022,14.8,0.0,0,0.0,49.0,0,6,8,19.0,0,0.0625,0.0226666666666666,0.1118833333333333,0.01278600269179
475,Jeffery Wilson,RB,2022,158.5,0.0,0,0.0,860.0,5,22,37,185.0,1,0.0721247563352826,0.0211786372007366,0.1251300442635133,0.0427776409751292
476,Jeff Wilson,RB,2023,41.3,0.0,0,0.0,188.0,0,14,17,85.0,0,0.0578231292517006,0.0206741573033707,0.1032740197202476,0.0194063926940639
477,Jeff Wilson,RB,2024,10.6,0.0,0,0.0,57.0,0,3,3,19.0,0,0.01171875,0.0,0.017578125,0.0054378935317687
478,Will Dissly,TE,2022,86.9,0.0,0,0.0,0.0,0,34,38,349.0,3,0.074074074074074,0.0545406407201482,0.1547436236872297,0.1004603419683193
479,Will Dissly,TE,2023,40.2,0.0,0,0.0,0.0,0,17,22,172.0,1,0.0525059665871121,0.0209601081812035,0.095527036425631,0.0605515332197615
480,Will Dissly,TE,2024,110.1,0.0,0,0.0,0.0,0,50,64,481.0,2,0.1438202247191011,0.0760309278350515,0.2765550793466929,0.1229943642019032
483,Jason Cabinda,RB,2022,1.9,0.0,0,0.0,4.0,0,1,4,5.0,0,0.0298507462686567,0.0164141414141414,0.0579074325342982,0.0024703557312252
484,Jason Cabinda,RB,2023,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
485,Tim Boyle,QB,2022,-2.88,33.0,0,2.0,-2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
486,Tim Boyle,QB,2023,10.9,360.0,1,4.0,5.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
487,Tim Boyle,QB,2024,13.94,276.0,1,1.0,9.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
488,Gus Edwards,RB,2022,59.3,0.0,0,0.0,433.0,3,0,2,0.0,0,0.0079365079365079,0.0030674846625766,0.0143587496348232,0.0
489,Gus Edwards,RB,2023,187.0,0.0,0,0.0,810.0,13,12,13,180.0,0,0.0263157894736842,0.0078258742968941,0.0457343836480415,0.0231898995104354
490,Gus Edwards,RB,2024,64.10000000000001,0.0,0,0.0,365.0,4,3,5,6.0,0,0.0165562913907284,-0.0058094500387296,0.0201868770551089,0.001410437235543
491,Kevin Rader,TE,2023,1.6,0.0,0,0.0,0.0,0,1,3,6.0,0,0.0566037735849056,0.0990712074303405,0.1641626263216309,0.0085227272727272
492,Mike Boone,RB,2022,28.800000000000004,0.0,0,0.0,102.0,0,9,15,96.0,0,0.053763440860215,0.0189234650967199,0.0957839333676985,0.0252631578947368
493,Mike Boone,RB,2023,13.3,0.0,0,0.0,23.0,0,7,9,40.0,0,0.036734693877551,0.0040322580645161,0.0583278472679394,0.0097228974234321
494,Mike Boone,RB,2024,5.9,0.0,0,0.0,51.0,0,1,3,-2.0,0,0.0202702702702702,-0.0095956134338588,0.0227289146583183,-0.0009891196834817
495,Dontrell Hilliard,RB,2022,77.2,0.0,0,0.0,145.0,0,21,26,177.0,4,0.0938628158844765,0.0178981184029371,0.1551127185490645,0.1949134392289844
496,Tyler Conklin,TE,2022,131.5,0.0,0,0.0,3.0,0,58,87,552.0,3,0.138755980861244,0.1192731490431084,0.3035524905263528,0.1683168316831683
497,Tyler Conklin,TE,2023,123.1,0.0,0,0.0,0.0,0,61,87,621.0,0,0.1447587354409318,0.14875,0.3361381031613977,0.0920545508449451
498,Tyler Conklin,TE,2024,121.9,0.0,0,0.0,0.0,0,51,72,449.0,4,0.1247833622183708,0.0961073825503355,0.2640609493678247,0.1316646862662424
499,Marquez Valdes-Scantling,WR,2022,122.4,0.0,0,0.0,-3.0,0,42,81,687.0,2,0.1244239631336405,0.2446943972835314,0.3823914625272859,0.0898188153310104
500,Marquez Valdes-Scantling,WR,2023,56.5,0.0,0,0.0,0.0,0,21,42,315.0,1,0.0694214876033057,0.1889002036659877,0.2552523943377489,0.0550999898658919
501,Marquez Valdes-Scantling,WR,2024,84.5,0.0,0,0.0,4.0,0,19,44,411.0,4,0.1105527638190954,0.2292478273898711,0.3492274076405401,0.1789983570335958
502,Equanimeous St. Brown,WR,2022,62.7,0.0,0,0.0,54.0,0,21,38,323.0,1,0.1088825214899713,0.1541575833073808,0.2866498488808617,0.093588698723173
503,Equanimeous St. Brown,WR,2023,11.2,0.0,0,0.0,0.0,0,5,6,62.0,0,0.0441176470588235,0.0445378151260504,0.1018067226890756,0.0282846715328467
504,Richie James,WR,2022,138.5,0.0,0,0.0,6.0,0,57,70,569.0,4,0.162037037037037,0.1824372759856631,0.389005376344086,0.2413000494315373
505,Richie James,WR,2023,21.4,0.0,0,0.0,0.0,0,10,14,114.0,0,0.046979865771812,0.0681098204857444,0.1249576550463137,0.0289928789420142
506,Byron Pringle,WR,2022,35.5,0.0,0,0.0,0.0,0,10,16,135.0,2,0.0903954802259887,0.1444159178433889,0.2511259546136942,0.1618698441796517
507,Byron Pringle,WR,2023,30.1,0.0,0,0.0,0.0,0,14,22,161.0,0,0.0438247011952191,0.0789054197662061,0.1288613876057936,0.0239085239085239
508,Darrel Williams,RB,2022,21.1,0.0,0,0.0,102.0,1,4,8,9.0,0,0.0355555555555555,-0.0176470588235294,0.0392156862745098,0.0032751091703056
509,Keith Kirkwood,WR,2022,3.8,0.0,0,0.0,0.0,0,2,4,18.0,0,0.0526315789473684,0.0913621262458471,0.1520370694177303,0.0187891440501043
510,Keith Kirkwood,WR,2023,14.7,0.0,0,0.0,0.0,0,5,9,37.0,1,0.0379746835443038,0.0437710437710437,0.0919788603332907,0.0604578858111927
511,Marcus Allen,LB,2022,0.4,0.0,0,0.0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
512,Courtland Sutton,WR,2022,159.4,0.0,0,0.0,5.0,0,64,109,829.0,2,0.217564870259481,0.288755106428725,0.5573513905322016,0.1937823946563726
513,Courtland Sutton,WR,2023,190.2,0.0,0,0.0,0.0,0,59,90,772.0,10,0.1871101871101871,0.3018223234624145,0.5221231394352124,0.3006848859631624
514,Courtland Sutton,WR,2024,240.3,30.0,1,0.0,0.0,0,81,135,1081.0,8,0.2481617647058823,0.4503528225806452,0.7325249051233398,0.2816593487010611
515,Dallas Goedert,TE,2022,141.2,0.0,0,0.0,0.0,0,55,69,702.0,3,0.1844919786096256,0.1469670710571923,0.3943116247601924,0.2015341966354004
516,Dallas Goedert,TE,2023,136.3,0.0,0,0.0,1.0,0,59,83,592.0,3,0.1796536796536796,0.1084572264196929,0.3562463006162738,0.1619820746400235
517,Dallas Goedert,TE,2024,103.6,0.0,0,0.0,0.0,0,42,52,496.0,2,0.1799307958477508,0.1557674841053587,0.3945101810559133,0.1966788543570993
518,Anthony Miller,WR,2024,2.6,0.0,0,0.0,0.0,0,1,1,16.0,0,0.0588235294117647,0.0785340314136125,0.151062519248537,0.0434782608695652
519,M.J. Stewart,DB,2022,0.3,0.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
520,Lorenzo Carter,LB,2022,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
521,Jordan Akins,TE,2022,116.5,0.0,0,0.0,0.0,0,37,54,495.0,5,0.1071428571428571,0.0881104033970276,0.2312026084319077,0.2156330749354005
522,Jordan Akins,TE,2023,28.200000000000003,0.0,0,0.0,0.0,0,15,23,132.0,0,0.0490405117270788,0.0255090100631874,0.0939679756411683,0.0207286432160804
523,Jordan Akins,TE,2024,91.0,0.0,0,0.0,0.0,0,40,58,390.0,2,0.0909090909090909,0.0676781792773008,0.190506179785477,0.1051780623750159
524,Ian Thomas,TE,2022,40.7,0.0,0,0.0,0.0,0,21,30,197.0,0,0.0804289544235924,0.0259398496240601,0.1413953113346368,0.03640059127864
525,Ian Thomas,TE,2023,10.6,0.0,0,0.0,0.0,0,5,9,56.0,0,0.037037037037037,0.0452436194895591,0.0917504511472028,0.0201438848920863
526,Ian Thomas,TE,2024,3.7,0.0,0,0.0,0.0,0,3,6,7.0,0,0.074074074074074,0.048780487804878,0.1501355013550135,0.0080275229357798
527,Keke Coutee,WR,2022,1.0,0.0,0,0.0,0.0,0,1,1,20.0,0,0.0357142857142857,0.0697674418604651,0.1093853820598006,0.045045045045045
528,Nyheim Hines,RB,2022,81.4,0.0,0,0.0,33.0,1,30,37,241.0,1,0.0654867256637168,0.024930152589727,0.1181742105673568,0.053585147247119
529,Dalton Schultz,TE,2022,142.7,0.0,0,0.0,0.0,0,57,89,577.0,5,0.1827515400410677,0.1639344262295081,0.4052748510452082,0.1782306598096071
530,Dalton Schultz,TE,2023,150.5,0.0,0,0.0,0.0,0,59,88,635.0,5,0.1641791044776119,0.1451193058568329,0.3623641014018843,0.1719114219114219
531,Dalton Schultz,TE,2024,118.2,0.0,0,0.0,0.0,0,53,85,532.0,2,0.1491228070175438,0.1470019342359768,0.3412857579150972,0.1173076923076923
532,Justin Watson,WR,2022,58.5,0.0,0,0.0,0.0,0,15,34,315.0,2,0.0522273425499231,0.1351867572156197,0.1864904195973805,0.054390243902439
533,Justin Watson,WR,2023,89.0,0.0,0,0.0,0.0,0,27,53,460.0,3,0.0946428571428571,0.2677437968840161,0.3561593232214987,0.1265670845558815
534,Justin Watson,WR,2024,62.9,0.0,0,0.0,0.0,0,22,32,289.0,2,0.0610687022900763,0.1436170212765957,0.2064966704563911,0.0812268188302425
535,Jordan Wilkins,RB,2022,14.7,0.0,0,0.0,58.0,0,6,8,29.0,0,0.0707964601769911,-0.02275600505689,0.0879898862199747,0.0237704918032786
536,Mike White,QB,2022,56.58,1192.0,3,4.0,9.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
537,Mike White,QB,2023,2.06,74.0,1,1.0,-9.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
538,Mike White,QB,2024,1.12,28.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
539,Ray-Ray McCloud,WR,2022,58.1,0.0,0,0.0,78.0,1,14,25,243.0,1,0.0593824228028503,0.1016190148122631,0.1703688460540861,0.0579861471412265
540,Ray-Ray McCloud,WR,2023,28.5,0.0,0,0.0,30.0,0,12,15,135.0,0,0.0785340314136125,0.0558526440879382,0.1624831623907694,0.0397995283018867
541,Ray-Ray McCloud,WR,2024,142.5,0.0,0,0.0,79.0,0,62,87,686.0,1,0.1556350626118068,0.131885356023287,0.3389608787363398,0.1038935770432385
542,Russell Gage,WR,2022,123.6,0.0,0,0.0,0.0,0,51,70,426.0,5,0.1215277777777777,0.0970111448834853,0.2599005825734549,0.1835647511685455
543,Boston Scott,RB,2022,46.2,0.0,0,0.0,217.0,3,5,6,15.0,0,0.0150753768844221,-0.0030275507114744,0.0201910247574536,0.0023069824669332
544,Boston Scott,RB,2023,17.8,0.0,0,0.0,86.0,0,4,6,52.0,0,0.0175438596491228,0.0110320284697508,0.0351414122494849,0.01104033970276
545,Cedrick Wilson,WR,2022,26.4,0.0,0,0.0,8.0,0,12,18,136.0,0,0.0571428571428571,0.0669500531349628,0.1392743282222559,0.0264077669902912
546,Ced Wilson,WR,2023,69.6,0.0,0,0.0,0.0,0,22,38,296.0,3,0.101063829787234,0.1575468233565919,0.2776332033661246,0.1525008868393047
547,Cedrick Wilson Jr.,WR,2024,51.94,21.0,1,0.0,0.0,0,20,27,211.0,1,0.0784883720930232,0.0703770197486535,0.1740341739384577,0.1014634146341463
548,Braxton Berrios,WR,2022,57.68,2.0,1,0.0,91.0,2,18,32,145.0,0,0.0570409982174688,0.0475878629120279,0.1236317876558255,0.0195470477217578
549,Braxton Berrios,WR,2023,57.9,0.0,0,0.0,11.0,0,27,33,238.0,1,0.0765661252900232,0.0725832012678288,0.1729157489492978,0.0538522012578616
550,Braxton Berrios,WR,2024,0.0,0.0,0,0.0,0.0,0,0,4,0.0,0,0.037037037037037,0.034993270524899,0.0835501719754747,0.0
551,Nick Bawden,RB,2023,11.5,0.0,0,0.0,4.0,1,3,3,21.0,0,0.0147058823529411,-0.0008503401360544,0.0213785514205682,0.0090439276485788
553,Logan Woodside,QB,2023,-0.3199999999999998,27.0,0,1.0,6.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
554,Justin Jackson,RB,2022,51.1,0.0,0,0.0,170.0,1,12,19,101.0,1,0.0463414634146341,0.0069495245062179,0.0750718147269256,0.0439636752136752
555,Jonathan Owens,DB,2024,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
556,Trent Sherfield,WR,2022,83.7,0.0,0,0.0,0.0,0,30,51,417.0,2,0.0922242314647378,0.1097417840375586,0.2261297744271536,0.078531685815449
557,Trent Sherfield,WR,2023,25.6,0.0,0,0.0,0.0,0,11,22,86.0,1,0.0652818991097922,0.0601075608984498,0.1460088973834483,0.0503968253968254
558,Trent Sherfield,WR,2024,22.3,0.0,0,0.0,0.0,0,8,9,83.0,1,0.0357142857142857,0.0253283302063789,0.0738340927365317,0.0502242020178181
559,Tavierre Thomas,DB,2024,-0.2,0.0,0,0.0,-2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
560,Ezekiel Turner,LB,2023,0.2,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
561,Sean Chandler,DB,2022,0.2,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
562,Allen Lazard,WR,2022,174.8,0.0,0,0.0,0.0,0,60,100,788.0,6,0.2024291497975708,0.3104648272433507,0.5520155864910369,0.2349693609571053
563,Allen Lazard,WR,2023,60.1,0.0,0,0.0,0.0,0,23,49,311.0,1,0.106060606060606,0.1830726770929162,0.3055490507652421,0.1321233411397345
564,Allen Lazard,WR,2024,126.0,0.0,0,0.0,0.0,0,37,61,530.0,6,0.1373873873873874,0.2278312852872799,0.3883461093109051,0.2231919456690098
566,David Wells,TE,2023,1.0,0.0,0,0.0,0.0,0,2,2,-10.0,0,0.0588235294117647,0.0,0.088235294117647,-0.0157728706624605
567,Kyle Allen,QB,2022,15.94,416.0,2,4.0,13.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
568,Kyle Allen,QB,2023,-1.3,0.0,0,0.0,-13.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
569,Kyle Allen,QB,2024,0.76,19.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
570,Reggie Bonnafon,RB,2022,0.8,0.0,0,0.0,8.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
571,Tanner Hudson,TE,2022,23.200000000000003,0.0,0,0.0,0.0,0,10,15,132.0,0,0.0920245398773006,0.0967458223394898,0.2154334676875428,0.062205466540999
572,Tanner Hudson,TE,2023,80.2,0.0,0,0.0,0.0,0,39,50,352.0,1,0.1165501165501165,0.0982468955441928,0.2534226912605291,0.0849673202614379
573,Tanner Hudson,TE,2024,38.5,0.0,0,0.0,1.0,0,19,23,154.0,1,0.0631868131868131,0.0381174640217814,0.1252741909976449,0.0503805321053978
574,Godwin Igwebuike,RB,2022,1.7000000000000002,0.0,0,0.0,4.0,0,1,1,3.0,0,0.0344827586206896,0.0111524163568773,0.0606460710165363,0.0081967213114754
575,Brandon Powell,WR,2022,47.6,0.0,0,0.0,80.0,0,24,32,156.0,0,0.0642570281124498,0.0134303301622831,0.1071298062985012,0.0235010545344983
576,Brandon Powell,WR,2023,69.1,0.0,0,0.0,17.0,0,29,44,324.0,1,0.0897959183673469,0.0866614460976246,0.2040230344291201,0.0706338028169014
577,Brandon Powell,WR,2024,14.1,0.0,0,0.0,0.0,0,7,10,71.0,0,0.0454545454545454,0.0587219343696027,0.1151593656775003,0.0203089244851258
578,James Washington,WR,2022,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0256410256410256,0.018348623853211,0.0531404375441072,0.0
579,Chase Edmonds,RB,2022,74.2,0.0,0,0.0,245.0,2,16,24,157.0,1,0.0519480519480519,0.0122100122100122,0.0876900876900876,0.044731698649609
580,Chase Edmonds,RB,2023,39.7,0.0,0,0.0,176.0,0,14,17,81.0,0,0.0394431554524361,-0.0068474390577923,0.0536867819324203,0.0127719962157048
581,Dallin Leavitt,DB,2022,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
582,Rashaad Penny,RB,2022,52.2,0.0,0,0.0,346.0,2,4,5,16.0,0,0.0316455696202531,-0.0089153046062407,0.0403361107453871,0.0061302681992337
