,player_name,position,season,fantasy_points_ppr,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,tgt_sh,ay_sh,wopr_y,dom
0,Tom Brady,QB,2022,271.66,4694.0,25,9.0,-1.0,1,0,1,0.0,0,0.0013315579227696,0.0030995738086013,0.0044769959310355,0.0
2,Aaron Rodgers,QB,2022,239.2,3695.0,26,12.0,94.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
3,Aaron Rodgers,QB,2023,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
4,Aaron Rodgers,QB,2024,256.58,3897.0,28,11.0,107.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
5,Marcedes Lewis,TE,2022,26.6,0.0,0,0.0,0.0,0,6,7,66.0,2,0.0348258706467661,0.0332759609868043,0.0788595747595927,0.1349206349206349
6,Marcedes Lewis,TE,2023,12.9,0.0,0,0.0,0.0,0,4,5,29.0,1,0.0340136054421768,0.0079016681299385,0.0573417426672161,0.0761921624173748
7,Marcedes Lewis,TE,2024,1.2,0.0,0,0.0,0.0,0,1,1,2.0,0,0.0344827586206896,0.0094339622641509,0.0592713077423552,0.0044247787610619
8,Matt Ryan,QB,2022,155.28,3057.0,14,13.0,70.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
9,Joe Flacco,QB,2022,48.64,1051.0,5,3.0,6.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
10,Joe Flacco,QB,2023,100.84,1616.0,13,8.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
11,Joe Flacco,QB,2024,99.04,1761.0,12,7.0,26.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
12,DeSean Jackson,WR,2022,24.3,0.0,0,0.0,0.0,0,9,17,153.0,0,0.096590909090909,0.1980327868852459,0.3033125931445604,0.0713619402985074
13,Chad Henne,QB,2022,-0.5,0.0,0,0.0,-5.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
14,Josh Johnson,QB,2022,0.7000000000000001,10.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
15,Josh Johnson,QB,2024,0.78,17.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
16,Matthew Stafford,QB,2022,108.38,2087.0,10,8.0,9.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
17,Matthew Stafford,QB,2023,243.1,3965.0,24,11.0,65.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
18,Matthew Stafford,QB,2024,214.58,3762.0,20,8.0,41.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
19,Chase Daniel,QB,2022,8.48,52.0,1,0.0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
20,Brian Hoyer,QB,2022,1.48,37.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
21,Brian Hoyer,QB,2023,4.94,231.0,0,2.0,-3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
23,Colt McCoy,QB,2022,32.8,780.0,1,3.0,36.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
24,Jimmy Graham,TE,2023,33.9,0.0,0,0.0,0.0,0,6,7,39.0,4,0.0486111111111111,0.0391425908667288,0.1042307393600497,0.2418993160668236
25,A.J. Green,WR,2022,61.6,0.0,0,0.0,0.0,0,24,47,236.0,2,0.0900383141762452,0.1413670052154817,0.2481510754367532,0.1206869262424817
26,Julio Jones,WR,2022,70.4,0.0,0,0.0,45.0,0,24,43,299.0,2,0.094298245614035,0.195398574206092,0.2977662277859262,0.109450010955957
27,Julio Jones,WR,2023,36.4,0.0,0,0.0,0.0,0,11,19,74.0,3,0.0756972111553784,0.0635922330097087,0.1644196031408347,0.1279410583795069
28,Blaine Gabbert,QB,2022,5.16,29.0,1,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
29,Blaine Gabbert,QB,2023,5.900000000000002,185.0,0,3.0,45.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
30,Mark Ingram,RB,2022,50.1,0.0,0,0.0,233.0,1,16,18,68.0,0,0.0524781341107871,-0.0054261091605489,0.0743763138377415,0.0132038834951456
31,Andy Dalton,QB,2022,174.24,2871.0,18,9.0,54.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
32,Andy Dalton,QB,2023,23.64,361.0,2,0.0,12.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
33,Andy Dalton,QB,2024,58.96,989.0,7,6.0,34.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
34,Kyle Rudolph,TE,2022,11.8,0.0,0,0.0,0.0,0,3,5,28.0,1,0.0226244343891402,0.0306834030683403,0.0584833740383826,0.1101966496722505
35,Randall Cobb,WR,2022,81.7,0.0,0,0.0,0.0,0,34,50,417.0,1,0.1149425287356321,0.1397881106533255,0.2842442816261087,0.0963292213071294
36,Randall Cobb,WR,2023,16.9,0.0,0,0.0,0.0,0,5,17,39.0,1,0.0615942028985507,0.0816427511133102,0.1577055052384743,0.0954904405652535
37,Tyrod Taylor,QB,2022,11.32,58.0,1,1.0,70.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
38,Tyrod Taylor,QB,2023,87.34,1341.0,5,3.0,197.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
39,Tyrod Taylor,QB,2024,20.06,119.0,3,0.0,13.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
40,Nick Bellore,LB,2022,0.3,0.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
43,Rodney McLeod Jr.,DB,2024,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
44,Case Keenum,QB,2022,0.32,8.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
45,Case Keenum,QB,2023,9.74,291.0,1,3.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
46,Cole Beasley,WR,2022,9.5,0.0,0,0.0,0.0,0,6,7,35.0,0,0.04375,0.0202177293934681,0.0817991835147744,0.0154593639575971
47,Brandon Bolden,RB,2022,27.3,0.0,0,0.0,66.0,0,9,9,57.0,1,0.0318021201413427,0.0112824370063933,0.0567291298171288,0.0490569823434991
48,Brandon Bolden,RB,2023,11.1,0.0,0,0.0,31.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
49,Russell Wilson,QB,2022,225.76,3524.0,16,11.0,277.0,3,1,1,1.0,0,0.002004008016032,-0.0002274795268425,0.002824028402574,0.000139470013947
50,Russell Wilson,QB,2023,256.90000000000003,3070.0,26,8.0,341.0,3,0,0,0.0,0,0.0,0.0,0.0,0.0
51,Russell Wilson,QB,2024,172.78,2482.0,16,5.0,155.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
52,Marvin Jones,WR,2022,116.9,0.0,0,0.0,0.0,0,46,81,529.0,3,0.1411149825783972,0.2511137162954279,0.4125634469039381,0.128907230730605
53,Marvin Jones,WR,2023,6.5,0.0,0,0.0,0.0,0,5,10,35.0,0,0.074074074074074,0.0944510035419126,0.1866719139446412,0.0166349809885931
54,Nick Foles,QB,2022,1.7999999999999998,225.0,0,4.0,8.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
55,Kirk Cousins,QB,2022,291.58,4547.0,29,14.0,97.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
56,Kirk Cousins,QB,2023,149.74,2331.0,18,5.0,25.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
57,Kirk Cousins,QB,2024,176.32,3508.0,18,16.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
58,T.Y. Hilton,WR,2022,19.1,0.0,0,0.0,0.0,0,7,10,121.0,0,0.087719298245614,0.18210197710718,0.2772605290541651,0.0799207397622192
59,Josh Gordon,WR,2022,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0416666666666666,0.0591133004926108,0.1097906403940886,0.0
63,Ryan Tannehill,QB,2022,165.24,2536.0,14,6.0,98.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
64,Ryan Tannehill,QB,2023,80.03999999999999,1616.0,4,7.0,74.0,1,0,1,0.0,0,0.0040816326530612,-0.0005032712632108,0.0057198319690231,0.0
65,Cody Davis,DB,2023,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
66,Kyle Juszczyk,RB,2022,53.6,0.0,0,0.0,26.0,1,19,23,200.0,1,0.0560975609756097,0.0227108868060562,0.1023150509082596,0.0541120666600982
67,Kyle Juszczyk,RB,2023,38.5,0.0,0,0.0,6.0,0,14,17,119.0,2,0.0562913907284768,0.0303156146179402,0.1086895777870673,0.0722429906542056
68,Kyle Juszczyk,RB,2024,57.6,0.0,0,0.0,26.0,1,19,31,200.0,2,0.0719257540603248,0.0535664723841243,0.1507418089977867,0.0771370420624152
69,Adam Thielen,WR,2022,180.0,0.0,0,0.0,4.0,0,70,107,716.0,6,0.1592261904761904,0.206580259222333,0.4041034930921521,0.1743046907430469
70,Adam Thielen,WR,2023,231.0,0.0,0,0.0,6.0,0,103,137,1014.0,4,0.2337883959044368,0.2360553324408746,0.539526859809355,0.3100865236458456
71,Adam Thielen,WR,2024,139.5,0.0,0,0.0,0.0,0,48,62,615.0,5,0.1901840490797546,0.2425516999649491,0.4793174335915913,0.3205381875741986
72,Zach Ertz,TE,2022,115.6,0.0,0,0.0,0.0,0,47,69,406.0,4,0.1720698254364089,0.2110127069695802,0.4269149037302776,0.2377998345740281
73,Zach Ertz,TE,2023,51.7,0.0,0,0.0,0.0,0,27,43,187.0,1,0.1869565217391304,0.1712222795255286,0.4174126062291186,0.1518315018315018
74,Zach Ertz,TE,2024,177.4,0.0,0,0.0,0.0,0,66,91,654.0,7,0.1733333333333333,0.1718436873747495,0.3974749498997996,0.2038534395060862
75,Marquise Goodwin,WR,2022,90.2,0.0,0,0.0,5.0,0,27,42,387.0,4,0.0990566037735849,0.1447282252783235,0.2643674858830361,0.1640092623221964
76,Marquise Goodwin,WR,2023,14.0,0.0,0,0.0,33.0,0,4,13,67.0,0,0.0361111111111111,0.1225705329153605,0.152223092998955,0.0139409071993341
78,Ryan Griffin,TE,2022,6.6,0.0,0,0.0,0.0,0,4,8,26.0,0,0.0547945205479452,0.038999264164827,0.1133911921537794,0.0131712259371833
80,Keenan Allen,WR,2022,164.0,0.0,0,0.0,8.0,0,66,89,752.0,4,0.2181372549019608,0.2891475779196395,0.5585239446886527,0.2467236122049231
81,Keenan Allen,WR,2023,278.86,49.0,1,0.0,6.0,0,108,150,1243.0,7,0.3112033195020747,0.3879241250333957,0.7771442792798287,0.3515268689272258
82,Keenan Allen,WR,2024,184.4,0.0,0,1.0,0.0,0,70,121,744.0,7,0.2536687631027253,0.3005390835579515,0.6209344115004493,0.3178275290215588
83,Rex Burkhead,RB,2022,71.4,0.0,0,0.0,80.0,0,37,51,204.0,1,0.1005917159763313,0.0200534759358288,0.1669303547131601,0.0574893836057135
84,Robert Woods,WR,2022,117.7,0.0,0,0.0,0.0,0,53,91,527.0,2,0.1995614035087719,0.2007289038407625,0.459925228335768,0.1404783171403051
85,Robert Woods,WR,2023,89.3,0.0,0,0.0,7.0,0,40,75,426.0,1,0.1588983050847457,0.1838272225012556,0.3854092356281231,0.0887425186647744
86,Robert Woods,WR,2024,38.3,0.0,0,0.0,0.0,0,20,30,203.0,0,0.072992700729927,0.0819624819624819,0.175059036664876,0.0356265356265356
87,Giovani Bernard,RB,2022,4.7,0.0,0,0.0,28.0,0,2,2,-1.0,0,0.0256410256410256,-0.0159045725646123,0.0257378804098486,-0.0011160714285714
88,Travis Kelce,TE,2022,316.3,0.0,0,0.0,5.0,0,110,152,1338.0,12,0.2334869431643625,0.2279286926994906,0.5325733689061364,0.2737700348432055
89,Travis Kelce,TE,2023,219.4,0.0,0,0.0,0.0,0,93,121,984.0,5,0.2137809187279152,0.2257974258533855,0.5013093187745812,0.2190616652894944
90,Travis Kelce,TE,2024,195.4,0.0,0,0.0,1.0,0,97,133,823.0,3,0.2281303602058319,0.2395550732501356,0.5338395989088565,0.1619222975605954
91,Latavius Murray,RB,2022,154.2,0.0,0,0.0,760.0,6,27,35,132.0,0,0.0815850815850815,-0.0163127912998446,0.1093273893377466,0.0220809635329541
92,Latavius Murray,RB,2023,82.9,0.0,0,0.0,300.0,4,17,22,119.0,0,0.0423076923076923,0.0077678775416952,0.0696758404948946,0.0160377358490566
93,Matt Barkley,QB,2023,-0.3,0.0,0,0.0,-3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
94,DeAndre Hopkins,WR,2022,151.7,0.0,0,0.0,0.0,0,64,96,717.0,3,0.281524926686217,0.4111204717775906,0.7511837674513981,0.3406957928802588
95,DeAndre Hopkins,WR,2023,223.6,0.0,0,0.0,9.0,0,75,137,1057.0,7,0.2773279352226721,0.4232873714160647,0.75462179996686,0.4004840546697039
96,DeAndre Hopkins,WR,2024,147.0,0.0,0,0.0,0.0,0,56,80,610.0,5,0.1384083044982699,0.2279318239633681,0.3899579159180993,0.1818761620616595
97,Geno Smith,QB,2022,303.88,4282.0,30,11.0,366.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
98,Geno Smith,QB,2023,227.26,3624.0,20,9.0,155.0,1,1,1,-2.0,0,0.0019569471624266,-0.0021984061555372,0.0011766958192101,-0.0002710027100271
99,Geno Smith,QB,2024,266.0,4320.0,21,15.0,272.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
100,Cordarrelle Patterson,RB,2022,154.70000000000002,0.0,0,0.0,695.0,8,21,31,122.0,0,0.0925373134328358,0.0226244343891402,0.1569055176605659,0.0268249780123131
101,Cordarrelle Patterson,RB,2023,36.900000000000006,0.0,0,0.0,181.0,0,9,12,38.0,1,0.0317460317460317,0.0031746031746031,0.0501587301587301,0.045125866767396
102,Cordarrelle Patterson,RB,2024,37.5,0.0,0,0.0,135.0,0,12,14,80.0,1,0.0358974358974358,0.0144280316042597,0.0653885791295616,0.0456904332129963
103,Willie Snead,WR,2023,3.4,0.0,0,0.0,0.0,0,2,3,14.0,0,0.044776119402985,0.0371134020618556,0.0968549007539621,0.011308562197092
104,Damien Williams,RB,2022,0.2,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
105,Damien Williams,RB,2023,7.5,0.0,0,0.0,43.0,0,2,2,12.0,0,0.0178571428571428,0.001081081081081,0.0276505791505791,0.0101180438448566
106,Keith Smith,RB,2022,2.0,0.0,0,0.0,2.0,0,1,2,8.0,0,0.0606060606060606,0.006269592476489,0.0959247648902821,0.0149253731343283
107,Keith Smith,RB,2023,6.300000000000001,0.0,0,0.0,0.0,0,3,3,33.0,0,0.0357142857142857,0.0261627906976744,0.0745016611295681,0.0214564369310793
108,John Brown,WR,2022,11.2,0.0,0,0.0,0.0,0,1,2,42.0,1,0.0344827586206896,0.134375,0.1592241379310345,0.1773690773067331
109,Odell Beckham Jr.,WR,2023,107.5,0.0,0,0.0,0.0,0,35,64,565.0,3,0.1538461538461538,0.2466666666666666,0.4281025641025641,0.1469039438302957
110,Odell Beckham Jr.,WR,2024,14.5,0.0,0,0.0,0.0,0,9,19,55.0,0,0.0673758865248227,0.0916713247624371,0.1744008895971837,0.0131327602674307
111,Brandin Cooks,WR,2022,145.6,0.0,0,0.0,7.0,0,57,93,699.0,3,0.2012987012987013,0.2984678845020624,0.5407223595497019,0.2258185787048265
112,Brandin Cooks,WR,2023,173.2,0.0,0,0.0,35.0,0,54,81,657.0,8,0.140625,0.2309853068280034,0.3957257454624028,0.192221406156106
113,Brandin Cooks,WR,2024,69.6,0.0,0,0.0,-3.0,0,26,54,259.0,3,0.1560693641618497,0.2378986866791745,0.4244229955861142,0.1621556014079378
114,Teddy Bridgewater,QB,2022,38.02,683.0,4,4.0,27.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
115,Teddy Bridgewater,QB,2023,-0.2,0.0,0,0.0,-2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
116,Logan Thomas,TE,2022,77.3,0.0,0,0.0,0.0,0,39,61,323.0,1,0.141860465116279,0.1197438039543302,0.3085857408378828,0.0830820460641938
117,Logan Thomas,TE,2023,126.8,0.0,0,0.0,2.0,0,55,78,496.0,4,0.128500823723229,0.1032441911442349,0.2753465885002314,0.1452713952713952
118,Cameron Brate,TE,2022,37.4,0.0,0,0.0,0.0,0,20,38,174.0,0,0.103542234332425,0.0894193088706804,0.2268487985951819,0.0367088607594936
119,Derek Carr,QB,2022,219.08,3522.0,24,14.0,102.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
120,Derek Carr,QB,2023,241.12,3878.0,25,8.0,40.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
121,Derek Carr,QB,2024,150.9,2145.0,15,5.0,71.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
122,AJ McCarron,QB,2023,0.76,19.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
123,Jordan Matthews,TE,2024,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.032258064516129,0.04177545691906,0.0818074623094415,0.0
124,Sammy Watkins,WR,2022,46.5,0.0,0,0.0,0.0,0,16,27,325.0,0,0.0924657534246575,0.1515410958904109,0.2599315068493151,0.0798918387413962
125,Jimmy Garoppolo,QB,2022,164.78,2437.0,16,4.0,33.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
126,Jimmy Garoppolo,QB,2023,64.1,1205.0,7,9.0,39.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
127,Jimmy Garoppolo,QB,2024,19.86,334.0,2,1.0,5.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
128,C.J. Goodwin,DB,2024,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.02,0.0232558139534883,0.0486046511627906,0.0
129,Jerick McKinnon,RB,2022,196.3,0.0,0,0.0,291.0,1,56,71,512.0,9,0.1090629800307219,0.0101867572156196,0.1717438758185787,0.1585180023228803
130,Jerick McKinnon,RB,2023,84.36,4.0,1,0.0,60.0,1,25,32,192.0,4,0.0689655172413793,0.0025332488917036,0.1054748749754318,0.1166778839682326
131,Davante Adams,WR,2022,335.5,0.0,0,0.0,-1.0,0,100,180,1516.0,14,0.3071672354948805,0.3972756111214779,0.7785713421395032,0.4312529890004782
132,Davante Adams,WR,2023,265.40000000000003,0.0,0,0.0,0.0,0,103,175,1144.0,8,0.3141831238779174,0.4428871758934828,0.8255844265316624,0.3560283687943262
133,Davante Adams,WR,2024,241.3,0.0,0,0.0,0.0,0,85,141,1063.0,8,0.2860040567951318,0.3600614439324117,0.7170552403386272,0.3153185271770894
134,Jarvis Landry,WR,2022,60.2,0.0,0,0.0,0.0,0,25,39,272.0,1,0.1407942238267148,0.1341463414634146,0.3185084089108039,0.0995302407516147
135,Richard Rodgers,TE,2022,1.4,0.0,0,0.0,0.0,0,1,4,4.0,0,0.0350877192982456,-0.0058394160583941,0.047960046100653,0.0027777777777777
136,Mike Evans,WR,2022,225.4,0.0,0,0.0,0.0,0,77,127,1124.0,6,0.1881481481481481,0.3540215326155795,0.5654394483146858,0.2599577141597443
137,Mike Evans,WR,2023,282.5,0.0,0,0.0,0.0,0,79,136,1255.0,13,0.2394366197183098,0.3917780061664954,0.6725773345106612,0.387311007489049
138,Mike Evans,WR,2024,240.4,0.0,0,0.0,0.0,0,74,110,1004.0,11,0.2386117136659436,0.3852434230420321,0.6661123089325411,0.2872283715248214
139,Allen Robinson,WR,2022,84.9,0.0,0,0.0,0.0,0,33,52,339.0,3,0.1477272727272727,0.2125317527519051,0.3916163112924332,0.2078223210179365
140,Allen Robinson,WR,2023,62.0,0.0,0,0.0,0.0,0,34,49,280.0,0,0.1067538126361655,0.105865522174535,0.2448231366938764,0.0463422707712677
141,Allen Robinson,WR,2024,6.0,0.0,0,0.0,0.0,0,3,7,30.0,0,0.0360824742268041,0.0423588039867109,0.0880107545295749,0.0082462891698735
142,Chris Manhertz,TE,2022,10.2,0.0,0,0.0,0.0,0,6,8,42.0,0,0.0384615384615384,0.0134357005758157,0.0684408681529602,0.0152063721940622
143,Chris Manhertz,TE,2023,3.6,0.0,0,0.0,0.0,0,2,4,16.0,0,0.0341880341880341,0.0148514851485148,0.0631632394008631,0.0097919216646266
144,Chris Manhertz,TE,2024,12.0,0.0,0,0.0,0.0,0,3,4,30.0,1,0.0344827586206896,0.0184729064039408,0.0665024630541872,0.0883777239709443
145,Jameis Winston,QB,2022,43.92,858.0,4,5.0,16.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
146,Jameis Winston,QB,2023,11.96,264.0,2,3.0,-6.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
147,Jameis Winston,QB,2024,131.14,2121.0,13,12.0,83.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
148,Amari Cooper,WR,2022,246.0,0.0,0,1.0,0.0,0,78,132,1160.0,9,0.2444444444444444,0.3687401751628116,0.6616588067969159,0.3931763370690878
149,Amari Cooper,WR,2023,227.0,0.0,0,0.0,0.0,0,72,128,1250.0,5,0.2249560632688927,0.3752045826513911,0.6375977610244521,0.3083323410335794
150,Amari Cooper,WR,2024,122.7,0.0,0,0.0,0.0,0,44,85,547.0,4,0.2028639618138424,0.3438981042654028,0.579414426133086,0.2028371857220647
151,Kevin White,WR,2022,9.4,0.0,0,0.0,0.0,0,2,5,74.0,0,0.0349650349650349,0.078380706287683,0.1151521174776988,0.0376016260162601
152,DeVante Parker,WR,2022,102.9,0.0,0,0.0,0.0,0,31,47,539.0,3,0.1198979591836734,0.2660714285714285,0.392704081632653,0.2075528780385141
153,DeVante Parker,WR,2023,72.4,0.0,0,0.0,0.0,0,33,55,394.0,0,0.1361386138613861,0.2135468802135468,0.3750454249629167,0.0813713341594382
154,Nelson Agholor,WR,2022,75.2,0.0,0,0.0,0.0,0,31,53,362.0,2,0.1196388261851015,0.19245505452402,0.3334222828968683,0.1294599917555993
155,Nelson Agholor,WR,2023,97.1,0.0,0,0.0,0.0,0,35,45,381.0,4,0.0953389830508474,0.1048407323802357,0.2268810604804598,0.1253941171775223
156,Nelson Agholor,WR,2024,49.1,0.0,0,0.0,0.0,0,14,29,231.0,2,0.0757180156657963,0.1198142414860681,0.209428416687549,0.065180669800235
157,Maxx Williams,TE,2022,4.800000000000001,0.0,0,0.0,0.0,0,3,3,18.0,0,0.0375,0.0244897959183673,0.0758418367346938,0.0
158,MyCole Pruitt,TE,2022,55.0,0.0,0,0.0,0.0,0,16,21,150.0,4,0.0836653386454183,0.0505569837189374,0.1659435949432774,0.2684044882320744
159,MyCole Pruitt,TE,2023,26.0,0.0,0,0.0,0.0,0,9,12,110.0,1,0.0372670807453416,0.0221745350500715,0.0736402491580696,0.074314765694076
160,MyCole Pruitt,TE,2024,16.0,0.0,0,0.0,0.0,0,6,10,40.0,1,0.0564971751412429,0.0235546038543897,0.1035894457953761,0.0595589178099756
161,Stefon Diggs,WR,2022,316.6,0.0,0,0.0,-3.0,0,108,154,1429.0,11,0.2682926829268293,0.327090427544457,0.6641113664258096,0.3236541598694943
162,Stefon Diggs,WR,2023,273.8,0.0,0,0.0,5.0,0,107,160,1183.0,8,0.2763385146804836,0.330147351652728,0.6786256533429078,0.2752974998798789
163,Stefon Diggs,WR,2024,121.92,13.0,0,0.0,8.0,1,47,64,496.0,3,0.2285714285714285,0.270823185582075,0.5595156913228029,0.2579322638146167
164,Michael Burton,RB,2022,3.8,0.0,0,0.0,7.0,0,2,3,11.0,0,0.01171875,-0.0011293054771315,0.0166746806182947,0.0028004073319755
165,Michael Burton,RB,2023,6.7,0.0,0,0.0,9.0,0,3,3,8.0,0,0.0122950819672131,0.0011210762331838,0.0193394839373667,0.0024721878862793
166,Michael Burton,RB,2024,29.3,0.0,0,0.0,8.0,1,10,10,65.0,1,0.0262467191601049,0.0086988039144617,0.0463291218717268,0.0372734138972809
167,Darren Waller,TE,2022,84.8,0.0,0,0.0,0.0,0,28,43,388.0,3,0.1467576791808873,0.2165103189493433,0.3933447739308057,0.2026623056903707
168,Darren Waller,TE,2023,113.2,0.0,0,0.0,0.0,0,52,74,552.0,1,0.1897435897435897,0.2137955940772842,0.455651859877212,0.1831694621168305
169,Raheem Mostert,RB,2022,168.3,0.0,0,0.0,891.0,3,31,42,202.0,2,0.0773480662983425,0.0098867147270854,0.1239314712291821,0.0571284985310035
170,Raheem Mostert,RB,2023,267.7,0.0,0,0.0,1012.0,18,25,32,175.0,3,0.0638722554890219,-0.0053533190578158,0.0915257279872802,0.0759613391376451
171,Raheem Mostert,RB,2024,70.9,0.0,0,0.0,278.0,2,19,23,161.0,0,0.0560975609756097,0.0056956875508543,0.0887028915040981,0.0270952541231908
172,Eric Tomlinson,TE,2022,28.9,0.0,0,0.0,0.0,0,9,13,79.0,2,0.0446735395189003,0.0236757624398073,0.0859509192301964,0.1101211531659002
173,Eric Tomlinson,TE,2024,2.9000000000000004,0.0,0,0.0,0.0,0,2,4,9.0,0,0.0338983050847457,0.0080645161290322,0.0572990705303444,0.004326923076923
174,DeAndre Carter,WR,2022,114.3,0.0,0,0.0,-15.0,0,46,65,538.0,3,0.0955882352941176,0.1344851739434975,0.2509704920959745,0.1167353278854595
175,DeAndre Carter,WR,2023,9.7,0.0,0,0.0,18.0,0,4,7,39.0,0,0.0290456431535269,0.0021310602024507,0.045273312892251,0.010912143256855
176,DeAndre Carter,WR,2024,16.2,0.0,0,0.0,0.0,0,9,14,72.0,0,0.0813953488372093,0.1007147498375568,0.2026648231258594,0.0408626560726447
177,Jake Kumerow,WR,2022,10.4,0.0,0,0.0,0.0,0,4,7,64.0,0,0.0432098765432098,0.0636942675159235,0.1157702288275536,0.0280701754385964
178,Taylor Heinicke,QB,2022,115.96,1859.0,12,6.0,96.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
179,Taylor Heinicke,QB,2023,66.0,890.0,5,4.0,124.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
180,Taylor Heinicke,QB,2024,3.12,28.0,0,0.0,20.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
181,Malcolm Brown,RB,2022,22.8,0.0,0,0.0,81.0,1,5,6,37.0,0,0.0306122448979591,-0.0016326530612244,0.0446122448979591,0.0141437308868501
182,Damiere Byrd,WR,2022,51.8,0.0,0,0.0,0.0,0,13,23,268.0,2,0.0774410774410774,0.156312625250501,0.2412117163620169,0.158449413489736
183,Damiere Byrd,WR,2023,0.0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0526315789473684,0.1150895140664961,0.1710189796742495,0.0
184,Jamison Crowder,WR,2022,12.0,0.0,0,0.0,0.0,0,6,13,60.0,0,0.0764705882352941,0.102803738317757,0.1969488730071468,0.0244498777506112
185,Jamison Crowder,WR,2023,37.900000000000006,0.0,0,0.0,0.0,0,16,20,159.0,1,0.0666666666666666,0.0602469135802469,0.1481975308641975,0.0783912220376308
186,Jamison Crowder,WR,2024,28.2,0.0,0,0.0,0.0,0,9,13,72.0,2,0.1,0.117519042437432,0.2440152339499456,0.1402234636871508
187,Breshad Perriman,WR,2022,23.3,0.0,0,0.0,-7.0,0,9,19,110.0,1,0.0590062111801242,0.1171602787456446,0.182237539766702,0.0789017341040462
188,Tevin Coleman,RB,2022,22.0,0.0,0,0.0,26.0,1,3,3,44.0,1,0.0422535211267605,0.0445269016697588,0.0990018030259479,0.1650728597449909
189,Blake Bell,TE,2022,10.0,0.0,0,0.0,0.0,0,2,2,20.0,1,0.0294117647058823,0.0218978102189781,0.061635895234006,0.1438679245283018
